15 4 4 2 2 3 3 3 7 15
15 9 3 3 3 2 2 3 2 15
15 11 3 3 2 2 2 5 2 15
15 12 4 5 3 3 2 3 3 15
15 13 3 3 3 2 2 4 3 15
15 14 5 3 1 2 2 3 6 15
15 15 5 1 1 5 5 3 4 15
16 6 3 4 1 3 3 3 5 19
16 7 4 4 3 5 4 3 4 19
16 9 4 4 3 4 4 3 4 19
16 17 4 4 2 5 5 4 2 19
17 4 4 4 4 1 1 3 4 19
17 6 5 5 3 2 2 4 3 19
17 8 5 5 4 1 2 3 4 19
17 10 3 3 2 -999 -999 -999 2 19
18 5 5 5 4 4 -999 5 7 91
18 6 3 3 2 4 3 3 3 91
18 7 4 3 2 4 -999 4 3 91
18 13 4 2 3 3 3 3 3 91
18 14 4 2 2 3 3 5 2 91
18 15 4 2 2 -999 -999 3 1 91
18 16 4 4 4 3 3 3 3 91
18 17 5 4 1 3 3 3 2 91
18 19 4 2 2 4 3 3 2 91
18 22 4 1 3 4 3 4 3 91
18 25 4 3 2 3 -999 4 2 91
19 4 3 4 1 4 4 3 3 62
19 5 5 5 -999 -999 -999 3 3 62
19 8 5 3 4 4 4 3 5 62
19 9 3 4 4 2 3 4 6 62
19 10 5 4 4 4 3 3 4 62
19 12 4 3 2 3 3 3 7 62
19 14 4 3 1 -999 3 4 1 62
19 15 4 3 3 4 -999 5 6 62
19 20 4 4 2 4 4 4 4 62
19 22 2 2 2 -999 -999 5 4 62
19 24 4 4 4 5 5 3 9 62
19 26 5 4 2 -999 -999 3 1 62
19 27 4 2 2 4 4 4 1 62
20 3 5 3 2 5 4 5 6 129
20 4 5 2 2 4 3 3 6 129
20 10 5 5 5 1 1 3 3 129
20 11 5 5 2 2 2 5 5 129
20 12 4 3 3 3 3 3 6 129
20 14 5 4 2 3 4 5 8 129
20 17 3 2 3 2 3 4 2 129
20 19 4 2 3 3 4 3 4 129
20 24 3 1 1 3 2 5 1 129
21 3 -999 -999 -999 5 4 3 9 25
21 4 4 3 5 1 1 4 9 25
21 5 4 3 2 3 3 2 10 25
21 6 5 5 5 3 3 5 9 25
21 8 2 2 4 1 1 5 10 25
21 11 5 2 2 3 3 4 10 25
21 13 5 4 -999 5 5 5 9 25
21 14 5 5 3 4 3 5 7 25
21 16 4 5 4 4 3 5 7 25
21 17 5 5 5 1 1 3 7 25
21 18 4 -999 2 3 3 4 7 25
21 19 3 3 2 1 3 4 7 25
21 21 5 5 3 -999 -999 -999 -999 25
22 3 3 3 2 4 4 3 11 9
22 4 4 2 2 3 3 3 9 9
22 5 4 4 2 2 2 3 7 9
22 7 3 2 1 2 3 5 8 9
22 8 3 3 2 3 3 4 7 9
22 9 4 2 2 4 2 3 5 9
22 10 -999 1 2 4 5 3 4 9
22 11 4 2 2 4 4 3 1 9
23 3 5 4 4 2 2 4 6 1597
23 4 5 4 2 2 3 5 12 1597
23 6 4 1 1 2 2 4 6 1597
23 7 4 4 4 3 3 3 9 1597
23 8 4 3 5 2 2 5 9 1597
23 11 4 3 2 2 2 2 7 1597
23 12 4 4 2 3 3 4 8 1597
23 15 4 5 4 2 2 5 9 1597
23 16 5 4 3 3 3 3 8 1597
23 18 3 3 1 1 1 5 7 1597
23 19 4 2 2 4 4 3 6 1597
23 20 4 2 1 -999 2 4 5 1597
23 22 5 3 3 -999 -999 1 5 1597
23 23 4 2 2 2 2 3 4 1597
23 25 3 2 2 4 4 3 9 1597
23 26 4 2 1 4 4 3 9 1597
23 27 4 4 3 4 3 4 5 1597
24 3 4 3 2 3 3 4 8 364
24 4 3 3 3 1 1 3 8 364
24 5 5 3 2 3 2 5 8 364
24 6 5 4 3 2 1 5 7 364
24 8 5 4 3 1 1 4 6 364
24 9 4 3 2 1 1 4 8 364
24 10 5 3 1 4 2 3 8 364
24 12 4 2 2 3 3 3 9 364
24 13 4 4 3 4 4 5 8 364
24 16 4 5 4 2 1 3 11 364
24 17 4 3 3 4 4 5 12 364
24 18 4 3 2 3 3 3 11 364
24 19 4 2 2 3 3 3 9 364
24 20 4 4 4 3 -999 2 11 364
24 22 4 4 2 1 1 3 10 364
24 23 4 2 -999 3 2 3 13 364
24 24 4 3 3 3 3 2 14 364
24 25 5 4 4 4 4 4 8 364
24 27 4 4 2 2 2 3 4 364
25 3 5 3 2 5 5 4 3 184
25 4 4 3 2 3 3 5 5 184
25 5 4 2 2 5 4 3 5 184
25 6 4 3 2 4 3 3 5 184
25 7 4 2 1 5 5 3 6 184
25 9 3 4 2 4 4 4 5 184
25 10 4 4 2 4 4 4 5 184
25 11 4 4 2 5 5 4 4 184
25 13 4 3 3 4 5 3 5 184
25 14 3 4 3 3 4 4 4 184
25 15 4 3 1 4 4 3 4 184
25 16 4 3 2 5 4 4 5 184
25 17 4 3 2 5 5 4 6 184
25 18 5 3 2 5 5 5 3 184
25 19 4 2 4 5 5 3 6 184
25 20 4 4 3 3 2 4 6 184
25 21 4 3 3 5 3 4 5 184
25 22 4 3 2 5 5 4 -999 184
25 23 4 2 2 5 5 4 5 184
25 24 4 2 2 4 5 5 6 184
25 25 5 2 1 4 3 4 6 184
25 26 3 3 3 5 4 4 4 184
25 27 4 3 2 4 2 5 6 184
26 3 4 1 1 4 -999 4 8 1122
26 4 -999 -999 -999 5 5 3 11 1122
26 5 4 4 1 -999 -999 5 3 1122
26 6 4 3 4 3 3 4 10 1122
26 7 4 4 1 5 5 3 10 1122
26 8 3 4 5 4 4 3 11 1122
26 9 4 3 3 3 2 4 9 1122
26 10 4 4 1 -999 -999 3 8 1122
26 11 3 2 4 3 -999 2 5 1122
26 12 4 1 1 3 3 3 10 1122
26 13 4 3 4 1 1 3 10 1122
26 14 3 2 2 2 1 3 11 1122
26 15 2 2 1 3 2 3 12 1122
26 16 5 -999 3 4 4 3 14 1122
26 17 3 2 4 4 3 3 11 1122
26 18 3 3 4 1 1 4 11 1122
26 19 4 3 2 1 2 4 11 1122
26 21 5 5 4 2 1 4 10 1122
26 22 5 5 4 2 1 3 10 1122
26 24 4 4 3 3 -999 3 12 1122
26 26 4 3 4 3 3 5 8 1122
26 27 4 2 2 3 -999 4 11 1122
27 4 5 5 3 5 5 5 13 30
27 5 4 3 4 3 3 3 10 30
27 6 5 3 5 1 1 5 14 30
27 7 4 4 3 -999 3 3 12 30
27 9 4 3 3 1 1 3 12 30
27 10 4 -999 -999 2 2 3 14 30
27 11 4 3 2 -999 -999 3 13 30
27 12 4 3 2 1 1 3 10 30
27 14 3 4 3 2 2 2 14 30
27 15 4 4 3 3 3 3 11 30
27 16 3 3 1 3 3 3 12 30
27 18 3 2 1 -999 -999 3 6 30
27 19 4 3 3 4 4 3 14 30
27 20 4 2 1 2 2 3 8 30
27 21 3 3 2 1 1 4 11 30
27 22 3 3 4 3 3 4 4 30
27 23 3 2 1 4 4 3 11 30
27 25 5 4 2 4 3 4 14 30
27 26 5 5 5 3 3 3 11 30
27 27 3 3 2 3 4 4 13 30
28 3 3 2 2 3 2 3 11 147
28 5 3 3 1 4 4 4 8 147
28 6 4 4 4 1 1 5 12 147
28 7 4 2 2 3 2 3 11 147
28 8 3 2 2 4 3 3 13 147
28 10 3 4 3 4 3 4 11 147
28 11 4 4 4 4 3 4 12 147
28 13 4 3 2 3 3 4 8 147
28 15 5 3 2 4 3 3 13 147
28 17 3 3 3 3 3 3 11 147
28 18 3 3 2 2 2 5 8 147
28 21 4 4 4 2 2 4 10 147
28 23 4 3 4 3 3 3 11 147
28 24 3 3 3 2 2 4 14 147
28 25 4 4 3 3 2 3 8 147
28 27 4 5 4 3 3 4 12 147
29 3 4 2 2 2 2 3 8 208
29 4 4 4 4 1 1 2 7 208
29 5 2 3 3 1 1 4 9 208
29 7 4 3 2 3 2 3 8 208
29 8 5 3 3 3 3 5 9 208
29 9 5 4 3 3 3 5 6 208
29 10 5 4 3 1 1 3 8 208
29 11 4 3 3 4 4 4 10 208
29 13 3 3 2 2 2 5 8 208
29 14 4 3 3 1 1 4 7 208
29 16 4 2 2 3 4 4 10 208
29 17 5 3 2 -999 3 3 5 208
29 21 4 4 4 4 4 5 12 208
29 22 4 5 4 4 4 5 12 208
29 23 3 2 2 4 -999 3 10 208
29 24 5 2 2 4 4 5 12 208
29 25 4 4 3 3 3 3 10 208
29 26 3 2 2 4 4 3 9 208
29 27 3 2 4 4 3 3 5 208
30 3 4 3 1 1 2 3 7 825
30 4 4 1 1 4 2 3 6 825
30 5 4 4 4 1 1 5 10 825
30 6 3 1 -999 4 3 3 6 825
30 8 4 2 1 1 1 5 7 825
30 9 4 2 3 3 3 4 8 825
30 10 5 5 4 1 1 5 10 825
30 11 5 1 1 3 1 4 5 825
30 13 5 4 4 2 2 2 10 825
30 22 4 3 2 3 3 4 6 825
30 23 4 3 2 1 1 5 6 825
30 24 5 3 1 -999 -999 2 7 825
30 25 4 3 5 -999 2 3 11 825
30 27 5 3 1 2 2 5 8 825
31 3 4 3 1 3 3 2 8 2235
31 4 5 5 2 1 1 4 14 2235
31 5 4 2 1 2 1 4 4 2235
31 6 5 3 2 1 1 3 9 2235
31 7 5 2 2 2 2 4 7 2235
31 8 3 3 2 1 1 5 6 2235
31 9 4 3 2 3 2 4 11 2235
31 11 5 1 1 1 2 3 10 2235
31 12 4 2 2 1 1 4 12 2235
31 14 4 1 1 3 3 4 5 2235
31 15 3 3 2 2 2 3 6 2235
31 17 5 4 2 4 3 3 6 2235
31 18 4 2 2 1 3 3 11 2235
31 19 5 3 2 1 1 4 6 2235
31 21 3 2 2 2 3 3 6 2235
31 23 4 3 1 3 3 3 8 2235
31 24 3 3 1 3 2 5 10 2235
31 25 2 2 1 4 3 4 11 2235
31 27 4 4 3 2 2 4 11 2235
32 3 4 2 3 2 2 4 14 3013
32 4 3 1 1 4 4 3 14 3013
32 5 4 1 3 2 2 3 14 3013
32 6 4 2 4 3 3 3 14 3013
32 8 4 3 4 3 2 4 14 3013
32 9 3 3 1 3 1 4 14 3013
32 10 5 3 3 2 2 4 14 3013
32 11 4 3 4 1 1 4 -999 3013
32 16 4 -999 2 1 1 4 14 3013
32 17 4 1 1 2 1 4 14 3013
32 18 3 2 2 3 3 4 14 3013
32 19 4 2 2 2 3 4 14 3013
32 21 3 3 2 2 2 4 14 3013
32 22 5 2 3 3 -999 3 14 3013
32 23 3 3 3 1 1 4 14 3013
32 24 3 1 1 2 2 4 14 3013
32 25 3 2 1 3 2 5 14 3013
32 26 3 2 1 3 3 3 14 3013
32 27 4 3 2 2 3 4 14 3013
33 3 4 3 3 3 3 4 11 7
33 5 3 4 1 3 2 3 11 7
33 6 5 5 3 3 3 5 12 7
33 7 3 3 4 1 3 5 7 7
33 9 4 4 4 3 3 4 11 7
34 3 4 4 2 4 4 3 7 327
34 4 3 2 4 2 2 5 6 327
34 6 2 2 2 2 2 4 8 327
34 7 4 2 4 3 3 3 8 327
34 9 3 2 1 1 1 4 7 327
34 10 3 3 2 2 2 3 7 327
34 14 3 3 3 3 -999 5 7 327
34 16 4 2 2 2 3 3 7 327
34 17 5 2 2 5 3 5 8 327
34 19 5 -999 4 5 -999 3 7 327
34 21 4 3 3 3 3 3 11 327
34 22 4 3 3 3 3 3 10 327
34 23 4 2 2 3 4 4 12 327
34 24 5 5 4 4 3 3 11 327
34 25 5 3 4 3 2 3 12 327
34 27 4 4 1 2 2 3 12 327
35 3 5 4 4 3 3 4 12 368
35 7 4 3 5 2 2 5 10 368
35 8 3 3 3 2 2 5 10 368
35 9 2 1 1 2 2 5 7 368
35 10 4 3 2 4 3 5 8 368
35 11 5 4 2 4 4 3 7 368
35 12 4 2 1 2 1 5 11 368
35 19 5 2 -999 1 1 4 11 368
35 20 4 2 4 3 3 5 11 368
35 23 4 3 2 2 1 4 9 368
35 24 3 3 -999 3 -999 3 9 368
35 26 3 3 3 5 5 3 10 368
35 27 4 3 5 2 3 3 12 368
36 6 4 4 5 3 3 4 12 1196
36 7 4 5 3 3 3 3 10 1196
36 9 5 4 3 4 4 4 14 1196
36 10 4 4 2 -999 -999 3 11 1196
36 11 4 4 2 2 3 4 14 1196
36 13 3 2 1 3 3 5 10 1196
36 14 4 3 4 2 2 4 13 1196
36 15 4 3 4 2 2 4 14 1196
36 16 5 3 2 4 4 3 14 1196
36 19 4 4 3 2 3 3 13 1196
36 20 5 5 4 2 2 5 12 1196
36 21 4 3 3 1 2 5 11 1196
36 23 4 4 5 4 4 3 14 1196
36 24 5 4 2 4 4 3 12 1196
36 26 4 4 2 2 2 5 11 1196
36 27 3 2 3 5 4 4 10 1196
37 3 3 3 1 4 -999 3 7 10
37 9 3 2 2 4 3 3 6 10
37 10 3 3 3 4 4 3 7 10
38 3 4 5 4 2 2 4 9 7
38 4 -999 -999 4 1 1 5 7 7
38 5 3 2 2 1 2 4 6 7
38 6 3 2 2 4 4 4 4 7
38 7 4 4 2 -999 -999 3 1 7
38 9 5 3 1 4 4 3 2 7
39 6 5 4 1 3 2 4 6 26
39 12 4 4 2 5 3 5 8 26
39 21 4 5 4 4 3 4 8 26
39 25 4 3 4 4 4 4 3 26
40 5 4 3 4 3 3 4 9 36
40 13 4 5 2 1 1 4 6 36
40 17 5 4 5 3 1 5 8 36
40 18 4 5 4 2 2 3 6 36
41 4 3 3 2 3 -999 4 2 61
41 6 4 4 4 5 5 3 7 61
41 7 4 4 3 2 2 5 6 61
41 9 3 3 3 4 3 3 2 61
41 12 4 4 3 3 3 4 4 61
41 16 5 5 4 2 1 2 9 61
41 17 4 3 2 3 1 3 12 61
41 18 5 5 2 3 2 5 3 61
41 19 5 5 3 4 4 4 5 61
41 20 4 3 3 3 3 4 5 61
41 21 5 5 3 3 2 3 3 61
41 25 4 4 5 2 1 3 10 61
42 3 4 5 4 2 2 4 4 155
42 5 3 2 2 -999 -999 4 3 155
42 6 5 2 1 1 1 5 5 155
42 7 4 4 4 1 2 4 6 155
42 11 5 5 2 -999 -999 5 2 155
42 12 5 3 4 3 2 4 5 155
42 13 4 3 2 3 3 4 3 155
42 16 4 2 2 2 2 4 2 155
42 17 5 4 3 2 2 3 2 155
42 18 4 4 1 2 2 3 1 155
42 19 4 2 2 2 3 3 6 155
42 20 4 3 2 2 2 3 4 155
42 21 4 4 3 3 3 4 3 155
42 23 5 4 1 2 2 1 3 155
43 3 4 2 2 1 1 5 4 284
43 5 3 2 2 -999 -999 3 4 284
43 6 3 3 2 4 4 3 4 284
43 11 4 4 2 3 3 4 5 284
43 12 4 5 4 1 1 5 6 284
43 14 4 3 1 2 2 4 2 284
43 15 3 3 1 3 3 5 3 284
43 18 4 4 1 1 1 4 8 284
43 20 2 2 1 5 5 5 6 284
43 23 4 4 3 4 4 3 7 284
43 24 5 3 4 4 4 4 10 284
43 25 5 3 2 4 4 3 8 284
43 26 4 -999 -999 3 3 3 7 284
44 4 4 4 1 2 1 4 2 214
44 6 4 2 2 4 4 3 5 214
44 14 4 4 2 3 3 3 5 214
44 20 4 3 -999 4 4 3 4 214
44 27 4 4 2 3 3 3 8 214
45 3 5 2 2 4 1 3 3 297
45 4 3 2 3 -999 -999 4 4 297
45 5 4 4 2 1 1 5 3 297
45 6 3 3 2 2 2 3 5 297
45 7 3 2 1 2 2 4 3 297
45 8 4 2 1 2 -999 4 3 297
45 9 4 5 4 2 2 4 8 297
45 10 2 4 1 4 2 5 3 297
45 12 4 5 2 4 -999 5 3 297
45 14 3 4 2 4 3 4 3 297
45 16 4 5 2 3 3 3 4 297
45 17 2 2 2 4 4 3 4 297
45 18 4 5 4 2 2 5 7 297
45 19 4 2 2 3 3 4 3 297
45 20 4 2 1 2 2 3 5 297
45 21 2 2 2 2 1 4 3 297
45 22 3 4 2 3 3 3 7 297
45 23 2 1 1 3 -999 5 7 297
45 25 4 3 3 2 2 5 3 297
45 26 5 5 5 2 2 3 9 297
45 27 4 4 3 3 3 3 9 297
46 10 3 2 4 3 4 4 11 214
46 24 4 3 3 3 3 3 4 214
47 4 4 2 2 4 3 5 11 627
47 6 4 2 2 3 3 5 5 627
47 7 4 2 1 3 3 3 5 627
47 8 4 2 2 3 4 4 7 627
47 9 4 3 2 4 4 3 8 627
47 11 4 4 3 4 4 5 4 627
47 12 5 3 2 4 4 3 2 627
47 13 1 2 1 3 2 5 6 627
47 15 5 5 2 3 3 4 10 627
47 16 5 3 4 2 2 5 3 627
47 17 4 3 1 2 -999 4 5 627
47 18 4 4 2 1 1 4 3 627
47 19 3 2 2 4 4 3 5 627
47 20 2 2 2 2 4 5 3 627
47 24 3 3 2 4 4 4 2 627
47 25 3 4 1 3 2 5 6 627
47 26 5 3 2 4 4 3 2 627
48 4 2 2 4 1 1 5 7 915
48 5 4 3 2 4 4 3 3 915
48 6 4 4 2 3 3 5 8 915
48 7 3 3 1 4 4 4 12 915
48 8 3 3 2 3 3 5 11 915
48 12 4 2 1 4 4 5 4 915
48 14 4 2 1 5 4 3 3 915
48 15 4 3 3 3 3 4 3 915
48 17 5 5 3 2 1 1 3 915
48 18 4 2 2 3 3 5 2 915
48 20 2 2 2 4 3 3 4 915
48 25 5 3 3 2 2 5 3 915
49 17 5 -999 -999 3 3 4 5 27
50 5 4 2 2 4 -999 3 5 52
50 10 4 3 2 1 1 5 5 52
50 14 4 2 1 2 2 5 5 52
50 19 3 3 5 4 4 3 7 52
51 6 5 5 5 3 2 5 1 10
51 7 -999 3 1 1 1 3 2 10
51 8 5 5 5 1 -999 2 3 10
51 9 4 4 5 1 -999 2 2 10
51 10 4 2 1 2 2 3 4 10
51 11 5 5 5 1 2 5 6 10
52 7 4 2 2 5 4 4 8 22
52 10 4 4 1 3 4 5 8 22
52 14 5 5 4 3 3 5 5 22
52 19 5 4 2 5 5 3 2 22
52 21 5 -999 -999 5 5 5 13 22
52 24 5 4 4 4 4 4 10 22
53 23 5 5 5 3 1 5 5 43
54 4 3 5 1 3 4 5 3 35
54 7 4 4 3 3 3 3 3 35
54 9 4 4 3 4 4 3 4 35
54 10 4 2 3 2 2 5 2 35
54 12 5 4 2 4 3 3 7 35
54 15 4 2 1 3 3 5 6 35
54 16 4 2 2 4 3 3 1 35
54 18 4 3 2 1 -999 5 3 35
54 22 4 3 1 3 3 5 2 35
54 23 5 3 4 3 3 3 5 35
54 25 3 4 3 4 4 5 6 35
54 26 -999 -999 -999 4 4 4 13 35
54 27 4 2 1 3 3 3 2 35
55 3 5 4 4 2 1 5 8 30
55 4 4 3 2 3 1 3 8 30
55 6 3 4 2 2 2 3 8 30
55 7 4 2 4 3 3 3 8 30
55 8 4 4 4 4 4 3 8 30
55 9 5 3 1 1 1 3 8 30
55 10 5 3 5 1 1 3 8 30
55 11 -999 -999 -999 4 3 3 8 30
55 13 5 3 2 4 2 5 9 30
55 15 4 4 5 4 4 5 10 30
55 16 5 5 4 3 3 4 11 30
55 17 4 4 2 2 2 3 11 30
55 18 5 2 5 5 4 3 14 30
55 19 5 3 5 3 3 3 9 30
55 27 3 2 1 2 1 5 9 30
56 3 4 3 4 4 4 4 9 178
56 4 4 2 4 4 -999 4 10 178
56 6 4 2 3 4 4 3 11 178
56 7 5 5 2 1 1 5 11 178
56 8 5 4 4 3 3 5 11 178
56 9 2 2 4 3 1 2 12 178
56 10 4 5 4 4 5 2 12 178
56 11 -999 2 2 4 -999 5 12 178
56 12 4 5 3 4 4 2 12 178
56 13 3 3 3 3 2 5 13 178
56 15 4 4 2 4 4 4 13 178
56 16 2 2 2 3 3 3 13 178
56 17 4 2 1 4 4 4 14 178
56 18 5 5 4 1 1 5 13 178
56 19 3 4 2 3 3 4 13 178
56 21 5 4 3 3 3 3 14 178
56 23 2 3 4 2 2 3 14 178
56 26 4 5 4 2 2 3 14 178
56 27 5 3 3 4 3 3 14 178
57 3 4 3 3 2 -999 4 11 193
57 4 4 -999 2 4 4 4 11 193
57 5 -999 -999 -999 1 1 -999 10 193
57 6 3 2 1 1 -999 4 8 193
57 7 2 2 1 -999 1 5 11 193
57 8 4 4 2 2 2 5 5 193
57 9 3 4 3 2 2 3 10 193
57 10 4 4 2 2 2 5 8 193
57 11 4 3 4 4 4 4 12 193
57 12 5 5 2 2 2 5 10 193
57 13 3 2 1 3 3 3 11 193
57 14 4 3 5 3 2 2 -999 193
57 15 5 3 2 2 2 4 7 193
57 16 3 3 3 2 2 4 9 193
57 17 4 3 1 1 1 5 7 193
57 18 3 1 1 2 -999 4 7 193
57 20 5 5 4 3 3 3 12 193
57 22 5 5 4 2 2 5 10 193
57 24 2 2 5 1 1 5 9 193
57 25 5 5 3 4 4 5 9 193
57 26 5 4 3 3 3 3 7 193
58 3 3 5 3 5 5 3 9 8
58 4 4 4 3 3 3 3 6 8
58 5 4 4 4 5 5 4 2 8
58 6 3 4 1 4 4 3 3 8
58 7 3 2 1 5 5 3 3 8
58 8 4 2 4 5 5 4 6 8
58 9 4 4 -999 4 4 3 2 8
58 10 4 4 2 5 5 3 1 8
59 5 3 4 3 -999 -999 5 14 126
59 7 3 2 2 4 4 3 10 126
59 8 4 4 3 4 3 4 13 126
59 11 2 4 2 4 2 4 12 126
59 12 4 2 5 4 4 3 -999 126
59 15 4 3 2 5 4 3 10 126
59 18 4 3 1 4 4 3 14 126
59 27 4 4 2 -999 -999 3 9 126
60 3 4 5 4 4 4 3 11 11
60 4 4 3 3 5 5 4 -999 11
60 5 4 3 2 4 4 3 9 11
60 6 4 3 5 3 3 4 7 11
60 8 4 1 1 5 4 3 7 11
60 9 5 2 2 4 4 3 6 11
60 11 5 3 2 1 1 3 6 11
60 12 3 2 3 4 4 4 6 11
61 3 5 3 2 5 4 3 4 77
61 4 4 4 4 4 3 3 8 77
61 5 4 3 2 4 4 4 8 77
61 6 4 4 2 4 4 4 3 77
61 7 5 2 1 3 3 5 2 77
61 8 5 5 2 -999 -999 5 2 77
61 9 4 4 1 4 4 4 3 77
61 11 -999 -999 4 4 4 3 3 77
61 12 4 3 2 5 4 4 8 77
61 13 3 3 2 5 5 -999 2 77
61 14 3 3 2 5 5 3 8 77
61 15 3 3 3 4 4 4 7 77
61 17 -999 -999 -999 -999 -999 -999 -999 77
61 18 -999 -999 -999 -999 -999 -999 -999 77
61 19 5 4 3 3 3 3 5 77
61 20 4 2 3 4 3 3 6 77
61 21 2 2 2 4 4 3 7 77
61 23 4 2 3 5 4 4 3 77
61 24 4 2 3 4 2 4 8 77
61 25 3 2 2 4 4 3 2 77
61 26 4 4 4 4 4 5 3 77
61 27 3 2 2 3 3 3 4 77
62 4 4 4 5 2 2 4 4 284
62 5 4 2 1 -999 4 5 10 284
62 7 5 3 3 3 -999 3 6 284
62 9 2 2 2 3 2 5 8 284
62 10 4 1 3 4 4 5 10 284
62 12 4 3 2 2 2 3 8 284
62 13 4 2 1 1 1 4 6 284
62 17 5 5 4 3 3 5 10 284
62 19 5 1 2 4 -999 4 8 284
62 20 4 2 1 2 1 3 10 284
62 21 4 4 5 2 2 3 10 284
62 22 4 3 1 4 3 5 9 284
62 23 3 3 3 2 2 3 9 284
62 24 4 3 2 3 2 3 9 284
62 25 5 3 3 -999 -999 4 8 284
63 3 5 5 5 4 3 5 11 188
63 6 4 3 1 3 3 4 12 188
63 7 4 4 2 4 4 2 11 188
63 8 4 3 4 4 2 4 8 188
63 9 3 3 3 4 3 3 11 188
63 11 4 3 1 3 2 4 5 188
63 12 2 2 1 3 3 5 8 188
63 14 5 3 3 2 1 3 6 188
63 15 5 3 3 4 4 4 13 188
63 16 4 4 4 3 3 3 11 188
63 17 3 3 2 3 2 5 12 188
63 18 4 4 2 3 3 3 11 188
63 19 5 3 2 4 4 2 13 188
63 20 4 2 1 4 3 4 11 188
63 21 5 4 2 4 3 4 7 188
63 22 4 1 1 2 -999 4 7 188
63 24 5 3 2 4 3 3 9 188
63 25 3 2 1 4 4 3 8 188
64 3 5 5 2 3 3 3 14 202
64 4 5 5 4 3 3 3 12 202
64 5 5 3 5 4 4 2 12 202
64 6 4 3 4 5 -999 3 10 202
64 7 4 4 1 3 2 3 14 202
64 8 4 4 3 2 2 4 11 202
64 9 4 4 4 3 3 3 13 202
64 10 5 5 4 3 3 4 12 202
64 11 4 5 3 3 3 3 12 202
64 12 4 5 3 4 -999 3 10 202
64 13 3 3 3 4 3 4 6 202
64 14 5 4 2 2 2 3 14 202
64 15 4 2 4 2 2 3 13 202
